Region,Country/Area,Year,Series,Value,Footnotes,Source
624,Guinea-Bissau,2000,Supply per capita (gigajoules),19,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
624,Guinea-Bissau,2005,Supply per capita (gigajoules),19,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
624,Guinea-Bissau,2010,Supply per capita (gigajoules),18,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
624,Guinea-Bissau,2015,Supply per capita (gigajoules),17,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
624,Guinea-Bissau,2017,Supply per capita (gigajoules),17,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
624,Guinea-Bissau,2018,Supply per capita (gigajoules),17,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
624,Guinea-Bissau,2019,Supply per capita (gigajoules),17,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
328,Guyana,1995,Primary energy production (petajoules),9,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
328,Guyana,2000,Primary energy production (petajoules),9,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
328,Guyana,2005,Primary energy production (petajoules),9,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
328,Guyana,2010,Primary energy production (petajoules),8,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
328,Guyana,2015,Primary energy production (petajoules),7,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
328,Guyana,2017,Primary energy production (petajoules),7,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
328,Guyana,2018,Primary energy production (petajoules),5,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
328,Guyana,2019,Primary energy production (petajoules),4,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
328,Guyana,1995,Net imports [Imports - Exports - Bunkers] (petajoules),21,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
328,Guyana,2000,Net imports [Imports - Exports - Bunkers] (petajoules),21,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
328,Guyana,2005,Net imports [Imports - Exports - Bunkers] (petajoules),20,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
328,Guyana,2010,Net imports [Imports - Exports - Bunkers] (petajoules),23,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
328,Guyana,2015,Net imports [Imports - Exports - Bunkers] (petajoules),27,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
328,Guyana,2017,Net imports [Imports - Exports - Bunkers] (petajoules),29,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
328,Guyana,2018,Net imports [Imports - Exports - Bunkers] (petajoules),32,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
328,Guyana,2019,Net imports [Imports - Exports - Bunkers] (petajoules),37,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
328,Guyana,1995,Changes in stocks (petajoules),-2,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
328,Guyana,2000,Changes in stocks (petajoules),-3,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
328,Guyana,2005,Changes in stocks (petajoules),-3,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
328,Guyana,2010,Changes in stocks (petajoules),-3,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
328,Guyana,2015,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
328,Guyana,2017,Changes in stocks (petajoules),-1,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
328,Guyana,2018,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
328,Guyana,2019,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
328,Guyana,1995,Total supply (petajoules),31,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
328,Guyana,2000,Total supply (petajoules),34,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
328,Guyana,2005,Total supply (petajoules),32,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
328,Guyana,2010,Total supply (petajoules),34,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
328,Guyana,2015,Total supply (petajoules),35,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
328,Guyana,2017,Total supply (petajoules),37,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
328,Guyana,2018,Total supply (petajoules),38,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
328,Guyana,2019,Total supply (petajoules),41,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
328,Guyana,1995,Supply per capita (gigajoules),43,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
328,Guyana,2000,Supply per capita (gigajoules),46,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
328,Guyana,2005,Supply per capita (gigajoules),43,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
328,Guyana,2010,Supply per capita (gigajoules),46,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
328,Guyana,2015,Supply per capita (gigajoules),45,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
328,Guyana,2017,Supply per capita (gigajoules),47,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
328,Guyana,2018,Supply per capita (gigajoules),48,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
328,Guyana,2019,Supply per capita (gigajoules),52,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
332,Haiti,1995,Primary energy production (petajoules),94,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
332,Haiti,2000,Primary energy production (petajoules),104,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
332,Haiti,2005,Primary energy production (petajoules),115,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
332,Haiti,2010,Primary energy production (petajoules),131,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
332,Haiti,2015,Primary energy production (petajoules),139,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
332,Haiti,2017,Primary energy production (petajoules),143,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
332,Haiti,2018,Primary energy production (petajoules),145,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
332,Haiti,2019,Primary energy production (petajoules),147,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
332,Haiti,1995,Net imports [Imports - Exports - Bunkers] (petajoules),12,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
332,Haiti,2000,Net imports [Imports - Exports - Bunkers] (petajoules),24,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
332,Haiti,2005,Net imports [Imports - Exports - Bunkers] (petajoules),23,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
332,Haiti,2010,Net imports [Imports - Exports - Bunkers] (petajoules),29,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
332,Haiti,2015,Net imports [Imports - Exports - Bunkers] (petajoules),37,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
332,Haiti,2017,Net imports [Imports - Exports - Bunkers] (petajoules),43,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
332,Haiti,2018,Net imports [Imports - Exports - Bunkers] (petajoules),47,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
332,Haiti,2019,Net imports [Imports - Exports - Bunkers] (petajoules),42,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
332,Haiti,2015,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
332,Haiti,1995,Total supply (petajoules),107,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
332,Haiti,2000,Total supply (petajoules),128,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
332,Haiti,2005,Total supply (petajoules),138,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
332,Haiti,2010,Total supply (petajoules),159,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
332,Haiti,2015,Total supply (petajoules),176,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
332,Haiti,2017,Total supply (petajoules),186,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
332,Haiti,2018,Total supply (petajoules),192,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
332,Haiti,2019,Total supply (petajoules),190,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
332,Haiti,1995,Supply per capita (gigajoules),14,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
332,Haiti,2000,Supply per capita (gigajoules),15,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
332,Haiti,2005,Supply per capita (gigajoules),15,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
332,Haiti,2010,Supply per capita (gigajoules),16,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
332,Haiti,2015,Supply per capita (gigajoules),16,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
332,Haiti,2017,Supply per capita (gigajoules),17,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
332,Haiti,2018,Supply per capita (gigajoules),17,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
332,Haiti,2019,Supply per capita (gigajoules),17,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
340,Honduras,1995,Primary energy production (petajoules),70,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
340,Honduras,2000,Primary energy production (petajoules),64,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
340,Honduras,2005,Primary energy production (petajoules),77,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
340,Honduras,2010,Primary energy production (petajoules),97,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
340,Honduras,2015,Primary energy production (petajoules),99,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
340,Honduras,2017,Primary energy production (petajoules),94,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
340,Honduras,2018,Primary energy production (petajoules),108,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
340,Honduras,2019,Primary energy production (petajoules),98,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
340,Honduras,1995,Net imports [Imports - Exports - Bunkers] (petajoules),51,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
340,Honduras,2000,Net imports [Imports - Exports - Bunkers] (petajoules),63,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
340,Honduras,2005,Net imports [Imports - Exports - Bunkers] (petajoules),88,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
340,Honduras,2010,Net imports [Imports - Exports - Bunkers] (petajoules),99,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
340,Honduras,2015,Net imports [Imports - Exports - Bunkers] (petajoules),94,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
340,Honduras,2017,Net imports [Imports - Exports - Bunkers] (petajoules),148,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
340,Honduras,2018,Net imports [Imports - Exports - Bunkers] (petajoules),128,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
340,Honduras,2019,Net imports [Imports - Exports - Bunkers] (petajoules),142,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
340,Honduras,1995,Changes in stocks (petajoules),1,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
340,Honduras,2000,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
340,Honduras,2005,Changes in stocks (petajoules),2,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
340,Honduras,2010,Changes in stocks (petajoules),-2,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
340,Honduras,2015,Changes in stocks (petajoules),-39,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
340,Honduras,2017,Changes in stocks (petajoules),18,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
340,Honduras,2018,Changes in stocks (petajoules),4,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
340,Honduras,2019,Changes in stocks (petajoules),-1,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
340,Honduras,1995,Total supply (petajoules),120,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
340,Honduras,2000,Total supply (petajoules),127,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
340,Honduras,2005,Total supply (petajoules),164,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
340,Honduras,2010,Total supply (petajoules),198,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
340,Honduras,2015,Total supply (petajoules),233,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
340,Honduras,2017,Total supply (petajoules),223,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
340,Honduras,2018,Total supply (petajoules),231,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
340,Honduras,2019,Total supply (petajoules),241,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
340,Honduras,1995,Supply per capita (gigajoules),21,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
340,Honduras,2000,Supply per capita (gigajoules),20,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
340,Honduras,2005,Supply per capita (gigajoules),24,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
340,Honduras,2010,Supply per capita (gigajoules),24,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
340,Honduras,2015,Supply per capita (gigajoules),26,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
340,Honduras,2017,Supply per capita (gigajoules),24,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
340,Honduras,2018,Supply per capita (gigajoules),24,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
340,Honduras,2019,Supply per capita (gigajoules),25,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
348,Hungary,1995,Primary energy production (petajoules),580,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
348,Hungary,2000,Primary energy production (petajoules),485,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
348,Hungary,2005,Primary energy production (petajoules),453,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
348,Hungary,2010,Primary energy production (petajoules),495,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
348,Hungary,2015,Primary energy production (petajoules),471,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
348,Hungary,2017,Primary energy production (petajoules),473,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
348,Hungary,2018,Primary energy production (petajoules),465,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
348,Hungary,2019,Primary energy production (petajoules),458,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
348,Hungary,1995,Net imports [Imports - Exports - Bunkers] (petajoules),513,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
348,Hungary,2000,Net imports [Imports - Exports - Bunkers] (petajoules),571,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
348,Hungary,2005,Net imports [Imports - Exports - Bunkers] (petajoules),727,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
348,Hungary,2010,Net imports [Imports - Exports - Bunkers] (petajoules),623,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
348,Hungary,2015,Net imports [Imports - Exports - Bunkers] (petajoules),561,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
348,Hungary,2017,Net imports [Imports - Exports - Bunkers] (petajoules),691,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
348,Hungary,2018,Net imports [Imports - Exports - Bunkers] (petajoules),639,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
348,Hungary,2019,Net imports [Imports - Exports - Bunkers] (petajoules),769,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
348,Hungary,1995,Changes in stocks (petajoules),11,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
348,Hungary,2000,Changes in stocks (petajoules),10,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
348,Hungary,2005,Changes in stocks (petajoules),8,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
348,Hungary,2010,Changes in stocks (petajoules),9,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
348,Hungary,2015,Changes in stocks (petajoules),-21,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
348,Hungary,2017,Changes in stocks (petajoules),50,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
348,Hungary,2018,Changes in stocks (petajoules),-13,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
348,Hungary,2019,Changes in stocks (petajoules),112,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
348,Hungary,1995,Total supply (petajoules),"1,083",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
348,Hungary,2000,Total supply (petajoules),"1,046",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
348,Hungary,2005,Total supply (petajoules),"1,174",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
348,Hungary,2010,Total supply (petajoules),"1,109",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
348,Hungary,2015,Total supply (petajoules),"1,053",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
348,Hungary,2017,Total supply (petajoules),"1,114",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
348,Hungary,2018,Total supply (petajoules),"1,117",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
348,Hungary,2019,Total supply (petajoules),"1,114",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
348,Hungary,1995,Supply per capita (gigajoules),105,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
348,Hungary,2000,Supply per capita (gigajoules),102,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
348,Hungary,2005,Supply per capita (gigajoules),116,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
348,Hungary,2010,Supply per capita (gigajoules),112,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
348,Hungary,2015,Supply per capita (gigajoules),108,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
348,Hungary,2017,Supply per capita (gigajoules),114,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
348,Hungary,2018,Supply per capita (gigajoules),115,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
348,Hungary,2019,Supply per capita (gigajoules),115,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
352,Iceland,1995,Primary energy production (petajoules),63,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
352,Iceland,2000,Primary energy production (petajoules),109,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
352,Iceland,2005,Primary energy production (petajoules),127,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
352,Iceland,2010,Primary energy production (petajoules),259,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
352,Iceland,2015,Primary energy production (petajoules),292,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
352,Iceland,2017,Primary energy production (petajoules),300,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
352,Iceland,2018,Primary energy production (petajoules),337,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
352,Iceland,2019,Primary energy production (petajoules),335,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
352,Iceland,1995,Net imports [Imports - Exports - Bunkers] (petajoules),27,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
352,Iceland,2000,Net imports [Imports - Exports - Bunkers] (petajoules),31,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
352,Iceland,2005,Net imports [Imports - Exports - Bunkers] (petajoules),31,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
352,Iceland,2010,Net imports [Imports - Exports - Bunkers] (petajoules),26,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
352,Iceland,2015,Net imports [Imports - Exports - Bunkers] (petajoules),29,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
352,Iceland,2017,Net imports [Imports - Exports - Bunkers] (petajoules),28,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
352,Iceland,2018,Net imports [Imports - Exports - Bunkers] (petajoules),32,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
352,Iceland,2019,Net imports [Imports - Exports - Bunkers] (petajoules),27,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
352,Iceland,1995,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
352,Iceland,2000,Changes in stocks (petajoules),2,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
352,Iceland,2005,Changes in stocks (petajoules),1,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
352,Iceland,2010,Changes in stocks (petajoules),-1,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
352,Iceland,2015,Changes in stocks (petajoules),1,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
352,Iceland,2017,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
352,Iceland,2018,Changes in stocks (petajoules),3,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
352,Iceland,2019,Changes in stocks (petajoules),-2,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
352,Iceland,1995,Total supply (petajoules),90,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
352,Iceland,2000,Total supply (petajoules),139,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
352,Iceland,2005,Total supply (petajoules),158,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
352,Iceland,2010,Total supply (petajoules),285,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
352,Iceland,2015,Total supply (petajoules),320,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
352,Iceland,2017,Total supply (petajoules),327,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
352,Iceland,2018,Total supply (petajoules),366,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
352,Iceland,2019,Total supply (petajoules),363,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
352,Iceland,1995,Supply per capita (gigajoules),338,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
352,Iceland,2000,Supply per capita (gigajoules),494,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
352,Iceland,2005,Supply per capita (gigajoules),534,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
352,Iceland,2010,Supply per capita (gigajoules),891,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
352,Iceland,2015,Supply per capita (gigajoules),970,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
352,Iceland,2017,Supply per capita (gigajoules),978,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
352,Iceland,2018,Supply per capita (gigajoules),"1,088",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
352,Iceland,2019,Supply per capita (gigajoules),"1,072",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
356,India,1995,Primary energy production (petajoules),"12,832",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
356,India,2000,Primary energy production (petajoules),"14,310",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
