Region,Country/Area,Year,Series,Value,Footnotes,Source
142,Asia,2019,Total supply (petajoules),"297,447",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
142,Asia,1995,Supply per capita (gigajoules),36,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
142,Asia,2000,Supply per capita (gigajoules),38,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
142,Asia,2005,Supply per capita (gigajoules),46,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
142,Asia,2010,Supply per capita (gigajoules),55,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
142,Asia,2015,Supply per capita (gigajoules),61,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
142,Asia,2017,Supply per capita (gigajoules),62,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
142,Asia,2018,Supply per capita (gigajoules),63,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
142,Asia,2019,Supply per capita (gigajoules),65,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
150,Europe,1995,Primary energy production (petajoules),"93,691",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
150,Europe,2000,Primary energy production (petajoules),"95,067",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
150,Europe,2005,Primary energy production (petajoules),"103,118",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
150,Europe,2010,Primary energy production (petajoules),"102,656",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
150,Europe,2015,Primary energy production (petajoules),"101,283",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
150,Europe,2017,Primary energy production (petajoules),"104,674",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
150,Europe,2018,Primary energy production (petajoules),"106,872",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
150,Europe,2019,Primary energy production (petajoules),"107,259",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
150,Europe,1995,Net imports [Imports - Exports - Bunkers] (petajoules),"13,193",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
150,Europe,2000,Net imports [Imports - Exports - Bunkers] (petajoules),"11,981",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
150,Europe,2005,Net imports [Imports - Exports - Bunkers] (petajoules),"10,591",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
150,Europe,2010,Net imports [Imports - Exports - Bunkers] (petajoules),"8,136",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
150,Europe,2015,Net imports [Imports - Exports - Bunkers] (petajoules),"2,892",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
150,Europe,2017,Net imports [Imports - Exports - Bunkers] (petajoules),"2,611",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
150,Europe,2018,Net imports [Imports - Exports - Bunkers] (petajoules),"2,075",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
150,Europe,2019,Net imports [Imports - Exports - Bunkers] (petajoules),731,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
150,Europe,1995,Changes in stocks (petajoules),112,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
150,Europe,2000,Changes in stocks (petajoules),261,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
150,Europe,2005,Changes in stocks (petajoules),583,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
150,Europe,2010,Changes in stocks (petajoules),"-1,194",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
150,Europe,2015,Changes in stocks (petajoules),189,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
150,Europe,2017,Changes in stocks (petajoules),228,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
150,Europe,2018,Changes in stocks (petajoules),-325,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
150,Europe,2019,Changes in stocks (petajoules),"1,878",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
150,Europe,1995,Total supply (petajoules),"106,772",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
150,Europe,2000,Total supply (petajoules),"106,787",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
150,Europe,2005,Total supply (petajoules),"113,126",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
150,Europe,2010,Total supply (petajoules),"111,985",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
150,Europe,2015,Total supply (petajoules),"103,986",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
150,Europe,2017,Total supply (petajoules),"107,057",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
150,Europe,2018,Total supply (petajoules),"109,272",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
150,Europe,2019,Total supply (petajoules),"106,113",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
150,Europe,1995,Supply per capita (gigajoules),147,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
150,Europe,2000,Supply per capita (gigajoules),147,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
150,Europe,2005,Supply per capita (gigajoules),155,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
150,Europe,2010,Supply per capita (gigajoules),152,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
150,Europe,2015,Supply per capita (gigajoules),140,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
150,Europe,2017,Supply per capita (gigajoules),143,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
150,Europe,2018,Supply per capita (gigajoules),146,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
150,Europe,2019,Supply per capita (gigajoules),142,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
9,Oceania,1995,Primary energy production (petajoules),"8,661",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
9,Oceania,2000,Primary energy production (petajoules),"10,649",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
9,Oceania,2005,Primary energy production (petajoules),"12,255",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
9,Oceania,2010,Primary energy production (petajoules),"14,530",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
9,Oceania,2015,Primary energy production (petajoules),"17,074",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
9,Oceania,2017,Primary energy production (petajoules),"17,990",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
9,Oceania,2018,Primary energy production (petajoules),"18,242",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
9,Oceania,2019,Primary energy production (petajoules),"19,624",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
9,Oceania,1995,Net imports [Imports - Exports - Bunkers] (petajoules),"-3,776",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
9,Oceania,2000,Net imports [Imports - Exports - Bunkers] (petajoules),"-5,375",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
9,Oceania,2005,Net imports [Imports - Exports - Bunkers] (petajoules),"-6,524",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
9,Oceania,2010,Net imports [Imports - Exports - Bunkers] (petajoules),"-7,750",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
9,Oceania,2015,Net imports [Imports - Exports - Bunkers] (petajoules),"-10,403",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
9,Oceania,2017,Net imports [Imports - Exports - Bunkers] (petajoules),"-11,219",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
9,Oceania,2018,Net imports [Imports - Exports - Bunkers] (petajoules),"-11,579",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
9,Oceania,2019,Net imports [Imports - Exports - Bunkers] (petajoules),"-12,631",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
9,Oceania,1995,Changes in stocks (petajoules),103,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
9,Oceania,2000,Changes in stocks (petajoules),-233,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
9,Oceania,2005,Changes in stocks (petajoules),-37,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2019, last accessed March 2022."
